,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Boxcox,VisSqrt
5709,FDX33,9.195,Regular,Snack Foods,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,4492.8184,63.75162903975544,0.3426179592490738
5710,NCT06,17.1,Low Fat,Household,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,4807.7418,65.50681441978885,0.19679997205284355
5711,FDM50,13.0,Regular,Canned,59.322,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.298,26.711990453023446,0.17381525249528593
5712,FDC37,15.5,Low Fat,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,47.29084793036094,0.18145099338388865
5713,NCT54,8.695,Low Fat,Household,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141,40.06090062353909,0.34644269800358035
5714,FDG34,11.94125,Regular,Snack Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,1410.8302,39.86087813030503,0.19336104312916808
5715,NCW54,7.5,low fat,Household,55.3588,OUT046,1997,Small,Tier 1,Supermarket Type1,1030.6584,35.02187326437147,0.3105048485933835
5716,FDZ46,7.485,Low Fat,Snack Foods,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228,36.04837606213893,0.2634488584146836
5717,NCK19,9.8,Low Fat,Others,194.3478,OUT045,2002,Medium,Tier 2,Supermarket Type1,4649.9472,64.63650003566453,0.30107990135510543
5718,NCQ05,11.395,Low Fat,Health and Hygiene,150.8708,OUT045,2002,Medium,Tier 2,Supermarket Type1,4363.6532,63.00988284317818,0.14713906347398029
5719,NCE54,20.7,Low Fat,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2482.7682,50.193873853008704,0.16399624995712553
5720,FDH17,16.2,Regular,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2740.4328,52.241555756357,0.12914810103133534
5721,FDB23,11.94125,Regular,Starchy Foods,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,451.4124,24.77003584372088,0.0989187545412901
5722,DRL49,13.15,Low Fat,Soft Drinks,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,1282.3308,38.32662548667899,0.2375479404246646
5723,FDT03,21.25,Low Fat,Meat,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,551.2824,26.961303256313197,0.09999381480871705
5724,FDW59,13.15,Low Fat,Breads,84.3566,OUT045,2002,Small,Tier 2,Supermarket Type1,761.0094,30.871795461557895,0.14407611182982416
5725,NCB18,19.6,LF,Household,89.2514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,39.93028651039875,0.20340823238010797
5726,FDI22,12.6,Low Fat,Snack Foods,208.7612,OUT017,2007,Small,Tier 2,Supermarket Type1,5226.53,67.73467704221044,0.3110573082247064
5727,FDZ50,12.8,Regular,Dairy,181.7608,OUT017,2007,Small,Tier 2,Supermarket Type1,4961.5416,66.33835935654876,0.281999324467276
5728,NCN19,13.1,Low Fat,Others,190.253,OUT017,2007,Small,Tier 2,Supermarket Type1,4174.566,61.89927764740992,0.11030860347225868
5729,FDG46,8.63,Regular,Snack Foods,114.6518,OUT045,2002,Small,Tier 2,Supermarket Type1,2846.295,53.048495208078904,0.18159405001265874
5730,FDS04,10.195,Regular,Frozen Foods,141.5838,OUT017,2007,Small,Tier 2,Supermarket Type1,1685.8056,42.87689199109935,0.3840475543471147
5731,FDB60,9.3,Low Fat,Baking Goods,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,4860.34,65.79301106285352,0.16901607320015455
5732,FDH28,15.85,Regular,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,531.3084,26.543884761275965,0.33238414071673156
5733,NCU53,5.485,Low Fat,Health and Hygiene,163.7842,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.842,42.58468858109712,0.2069746699477982
5734,FDL44,18.25,Low Fat,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket Type1,3397.5774,56.97790973940725,0.11074702253333947
5735,FDI22,12.6,Low Fat,Snack Foods,208.9612,OUT013,1987,High,Tier 3,Supermarket Type1,4181.224,61.938902787809134,0.3100522004437317
5736,DRM37,11.94125,LF,Soft Drinks,197.8768,OUT019,1985,Small,Tier 1,Grocery Store,197.0768,17.287533204181187,0.4108285859090139
5737,FDX40,12.85,Low Fat,Frozen Foods,38.1164,OUT045,2002,Small,Tier 2,Supermarket Type1,656.4788,29.0192146695938,0.3149506294643654
5738,DRG15,6.13,Low Fat,Dairy,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,2021.3688,46.1722665959841,0.27698626861272385
5739,FDV19,11.94125,Regular,Fruits and Vegetables,159.1578,OUT019,1985,Small,Tier 1,Grocery Store,160.4578,15.773104844572195,0.2484562738189559
5740,DRF01,5.655,Low Fat,Soft Drinks,145.0102,OUT013,1987,High,Tier 3,Supermarket Type1,1895.5326,44.97901620957074,0.41825173400716464
5741,FDO21,11.6,Regular,Snack Foods,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,1125.202,36.31605918537883,0.09900904504134964
5742,FDA40,16.0,Regular,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,527.3136,26.45924896504373,0.31531817264471135
5743,FDE59,12.15,Low Fat,Starchy Foods,34.6532,OUT049,1999,Medium,Tier 1,Supermarket Type1,719.064,30.148438848942245,0.2497692114733119
5744,FDX47,6.55,Regular,Breads,158.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,4399.6064,63.21768848055814,0.18640093079166747
5745,FDW34,9.6,Low Fat,Snack Foods,244.417,OUT046,1997,Small,Tier 1,Supermarket Type1,1944.136,45.44550954028511,0.18862432239772262
5746,NCM30,19.1,Low Fat,Household,43.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,28.314730693482687,0.2599414145533566
5747,FDA02,14.0,Regular,Dairy,143.0786,OUT013,1987,High,Tier 3,Supermarket Type1,3178.5292,55.46722330149881,0.17233085910538484
5748,FDV19,14.85,Regular,Fruits and Vegetables,160.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,48.197212580606575,0.1877508189063366
5749,FDT48,4.92,LF,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2976.126,54.01334349125277,0.21428202911116928
5750,FDD09,13.5,Low Fat,Fruits and Vegetables,182.4976,OUT045,2002,High,Tier 2,Supermarket Type1,1629.8784,42.289440119444876,0.14676511506485457
5751,FDZ25,15.7,Regular,Canned,169.279,OUT045,2002,High,Tier 2,Supermarket Type1,3735.138,59.19294948379991,0.16635220166862835
5752,NCE19,8.97,Low Fat,Household,55.2956,OUT035,2004,Small,Tier 2,Supermarket Type1,873.5296,32.69857461818056,0.3049541473730108
5753,DRE25,15.35,Low Fat,Soft Drinks,91.812,OUT046,1997,Small,Tier 1,Supermarket Type1,1771.028,43.74945941919515,0.2707086865987126
5754,FDC14,11.94125,Regular,Canned,41.2454,OUT027,1985,Medium,Tier 3,Supermarket Type3,1342.2528,39.053300709707834,0.20260632270489487
5755,FDO15,11.94125,Regular,Meat,72.5038,OUT027,1985,Medium,Tier 3,Supermarket Type3,2512.7292,50.43849203762396,0.09233125689602628
5756,FDC46,17.7,Low Fat,Snack Foods,184.0266,OUT017,2007,Medium,Tier 2,Supermarket Type1,2397.5458,49.487992316794546,0.342347332397961
5757,NCX42,6.36,Low Fat,Household,163.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2631.2416,51.38890959401905,0.07731406728403312
5758,FDD04,11.94125,Low Fat,Dairy,142.9154,OUT019,1985,Small,Tier 1,Grocery Store,141.8154,14.9192669046249,0.39689812042890804
5759,FDF12,8.235,Low Fat,Baking Goods,149.3076,OUT046,1997,Small,Tier 1,Supermarket Type1,2808.3444,52.76137010342918,0.28710251479219057
5760,NCL41,12.35,Low Fat,Health and Hygiene,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,311.5944,21.12697641669331,0.20445664088016313
5761,NCW41,18.0,Low Fat,Health and Hygiene,158.9604,OUT046,1997,Small,Tier 1,Supermarket Type1,1584.604,41.80474429897079,0.12429954143117343
5762,FDO60,20.0,Low Fat,Baking Goods,43.1086,OUT010,1998,Small,Tier 3,Grocery Store,89.2172,12.054369512273533,0.23984900249948926
5763,FDZ55,6.055,Low Fat,Fruits and Vegetables,159.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,5592.72,69.59442384367462,0.15972541125318787
5764,FDZ59,6.63,reg,Baking Goods,166.85,OUT010,1998,Medium,Tier 3,Grocery Store,499.35,25.855458611734495,0.4172658660854012
5765,FDO24,11.94125,Low Fat,Baking Goods,158.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4436.8912,63.43209118828379,0.4187628601010362
5766,FDW14,8.3,Regular,Dairy,87.1198,OUT018,2009,Medium,Tier 3,Supermarket Type2,959.4178,33.99762973171578,0.19587545532812425
5767,FDD40,20.25,Regular,Dairy,193.8162,OUT013,1987,High,Tier 3,Supermarket Type1,3463.4916,57.420720466155615,0.12157732518853999
5768,FDJ38,8.6,Regular,Canned,191.453,OUT049,1999,Medium,Tier 1,Supermarket Type1,1707.777,43.10439717005533,0.2006689911271794
5769,NCO54,19.5,Low Fat,Household,55.4614,OUT017,2007,Medium,Tier 2,Supermarket Type1,552.614,26.988798291068303,0.1198124910015646
5770,FDJ10,5.095,Regular,Snack Foods,141.6838,OUT045,2002,Medium,Tier 2,Supermarket Type1,3231.1274,55.83566895147475,0.36023089956304416
5771,FDK27,11.0,Low Fat,Meat,119.9756,OUT017,2007,Medium,Tier 2,Supermarket Type1,1938.8096,45.39473924633185,0.09485326035514013
5772,FDR09,18.25,Low Fat,Snack Foods,260.5962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3884.943,60.136535441225554,0.27900795687578517
5773,FDX50,11.94125,Low Fat,Dairy,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.7752,59.33700923669078,0.2725175517283245
5774,FDR44,11.94125,Regular,Fruits and Vegetables,131.4968,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.9616,41.602690341645086,0.3200351340087522
5775,FDD17,7.5,Low Fat,Frozen Foods,239.6906,OUT017,2007,Medium,Tier 2,Supermarket Type1,2614.5966,51.25703442519455,0.18113945732501244
5776,FDI60,7.22,Regular,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,1138.518,36.49289579211532,0.196156378942924
5777,FDH31,12.0,Regular,Meat,98.6042,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.2462,35.85922411156642,0.14286761354484787
5778,FDL50,12.15,Regular,Canned,123.5046,OUT017,2007,Small,Tier 2,Supermarket Type1,1743.0644,43.46604995628705,0.20628237442883965
5779,FDO21,11.6,Regular,Snack Foods,223.1404,OUT017,2007,Small,Tier 2,Supermarket Type1,5175.9292,67.47146269240662,0.0990870526355487
5780,FDW12,8.315,Regular,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2902.888,53.4723267038596,0.18860589333316177
5781,FDT15,12.15,Regular,Meat,183.695,OUT049,1999,Medium,Tier 1,Supermarket Type1,2929.52,53.67002037131512,0.20675560451895858
5782,FDV25,5.905,Low Fat,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1,5747.1856,70.35644164748207,0.2138298856567996
5783,DRH13,8.575,Low Fat,Soft Drinks,105.828,OUT045,2002,Medium,Tier 2,Supermarket Type1,958.752,33.98784046827757,0.15470745941938288
5784,FDG21,17.35,Regular,Seafood,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075,48.20301409843877,0.38278892225350514
5785,NCI55,18.6,Low Fat,Household,123.1414,OUT035,2004,Small,Tier 2,Supermarket Type1,2314.9866,48.78930755656362,0.11247742884685798
5786,NCO06,11.94125,Low Fat,Household,34.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,441.4254,24.53509332261768,0.32788304469734325
5787,FDR27,15.1,Regular,Meat,133.4942,OUT045,2002,Medium,Tier 2,Supermarket Type1,1457.4362,40.396033285194115,0.31031488201502677
5788,FDS03,7.825,Low Fat,Meat,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1162.4868,36.80802571571096,0.2821587372384559
5789,FDZ12,9.17,Low Fat,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.646,50.95441738288574,0.32155607442559686
5790,FDJ20,20.7,Regular,Fruits and Vegetables,124.2388,OUT010,1998,Medium,Tier 3,Grocery Store,247.6776,19.118219283363405,0.4094780946522048
5791,FDV09,12.1,Low Fat,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1,2227.101,48.02850676651606,0.14335779713709332
5792,FDW09,13.65,Regular,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,316.9208,21.282448931154082,0.16112453568590973
5793,FDS36,8.38,Regular,Baking Goods,111.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,2966.139,53.94005393521317,0.21670310796109962
5794,FDY19,19.75,Low Fat,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854,48.1333260205051,0.20379754169272996
5795,DRC49,8.67,Low Fat,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,46.097885056306005,0.25580574856715005
5796,FDN12,15.6,Low Fat,Baking Goods,110.2544,OUT045,2002,Small,Tier 2,Supermarket Type1,1789.6704,43.93687421159955,0.2850761477219727
5797,FDJ03,12.35,Regular,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,788.3072,31.329469908016943,0.26961049311924046
5798,FDC46,17.7,Low Fat,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1,5163.9448,67.40889105048743,0.341648469921936
5799,FDM02,12.5,Regular,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1133.8574,36.43114828277984,0.2720945111537533
5800,FDV20,20.2,Regular,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,1017.3424,34.83381065536553,0.24444148174972266
5801,NCH07,13.15,Low Fat,Household,158.7604,OUT045,2002,High,Tier 2,Supermarket Type1,3010.7476,54.2662500948001,0.3047211233242618
5802,FDJ46,11.94125,Low Fat,Snack Foods,174.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4377.635,63.090820732488154,0.21120222299966449
5803,FDQ34,10.85,Low Fat,Snack Foods,106.3622,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244,47.05108814686354,0.4026258846621762
5804,FDO34,17.7,Low Fat,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2013.3792,46.097885056306005,0.17338078036506815
5805,FDX60,14.35,Low Fat,Baking Goods,79.196,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336,38.2774450530755,0.28469282744740865
5806,FDZ28,20.0,Regular,Frozen Foods,125.8678,OUT017,2007,Medium,Tier 2,Supermarket Type1,3433.5306,57.22009078699971,0.22756045570353386
5807,FDL24,10.3,Regular,Baking Goods,174.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.844,57.322768681467416,0.15810758046343001
5808,FDJ58,15.6,Regular,Snack Foods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,4466.1864,63.59977490134956,0.32435851769299967
5809,FDY12,9.8,Regular,Baking Goods,50.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,253.004,19.297011684032558,0.3757443678885953
5810,FDP58,11.1,Low Fat,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2628.5784,51.36784408992642,0.3683650784208514
5811,FDC41,11.94125,Low Fat,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.711,50.552033868410284,0.34109688799518534
5812,FDY07,11.8,Low Fat,Fruits and Vegetables,46.8402,OUT013,1987,High,Tier 3,Supermarket Type1,413.4618,23.859351401221968,0.34856940485361015
5813,FDN08,7.72,Regular,Fruits and Vegetables,119.3466,OUT017,2007,High,Tier 2,Supermarket Type1,3064.0116,54.65187072527372,0.2981014726565436
5814,FDJ53,11.94125,Low Fat,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.196,49.59373562650004,0.26629465447132056
5815,FDX04,19.6,Regular,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1888,28.391437071860818,0.2038910419807599
5816,FDZ19,6.425,Low Fat,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,Supermarket Type1,2988.1104,54.101091718759264,0.3057039401119979
5817,FDB45,20.85,Low Fat,Fruits and Vegetables,105.5306,OUT046,1997,Small,Tier 1,Supermarket Type1,940.7754,33.72193519930669,0.14604722866251177
5818,NCF54,18.0,Low Fat,Household,170.5422,OUT010,1998,Small,Tier 3,Grocery Store,344.8844,22.073420043844827,0.28160162286464185
5819,FDX21,7.05,Low Fat,Snack Foods,108.6912,OUT045,2002,Small,Tier 2,Supermarket Type1,1310.2944,38.66828068212192,0.2917847391485716
5820,FDA50,16.25,Low Fat,Dairy,98.341,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.574,39.16453503698937,0.29525435983233167
5821,DRH39,20.7,Low Fat,Dairy,74.667,OUT017,2007,Small,Tier 2,Supermarket Type1,2143.876,47.29084793036094,0.30531049441511177
5822,FDA38,5.44,Low Fat,Dairy,241.2538,OUT013,1987,High,Tier 3,Supermarket Type1,3124.5994,55.08553832059813,0.1595578766466889
5823,NCP30,20.5,Low Fat,Household,40.4822,OUT013,1987,High,Tier 3,Supermarket Type1,589.233,27.729492509409056,0.1809459090446645
5824,FDW19,12.35,Regular,Fruits and Vegetables,109.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1208.427,37.40104243094314,0.19636771374133785
5825,DRF23,4.61,Low Fat,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2616.594,51.27288663739564,0.35018440998993655
5826,NCP14,8.275,Low Fat,Household,106.3306,OUT017,2007,Small,Tier 2,Supermarket Type1,1254.3672,37.98036009713988,0.3330369363899446
5827,FDK44,11.94125,Low Fat,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,2954.1546,53.85190599895786,0.3487629438458163
5828,DRA59,8.27,Regular,Soft Drinks,186.5924,OUT018,2009,Medium,Tier 3,Supermarket Type2,4442.2176,63.462629637629256,0.35839790038447494
5829,FDC28,7.905,Low Fat,Frozen Foods,109.2254,OUT045,2002,Medium,Tier 2,Supermarket Type1,976.7286,34.25069895924181,0.2347305561702609
5830,NCS54,13.6,Low Fat,Household,176.437,OUT045,2002,Small,Tier 2,Supermarket Type1,4587.362,64.28628724316806,0.10006712247286818
5831,NCM07,9.395,Low Fat,Others,85.6908,OUT017,2007,Small,Tier 2,Supermarket Type1,1593.9252,41.905223668672846,0.2004691422638407
5832,FDQ19,7.35,reg,Fruits and Vegetables,241.0512,OUT010,1998,Small,Tier 3,Grocery Store,242.3512,18.937047892209353,0.15506217785133808
5833,FDS40,15.35,Low Fat,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952,20.569581833840648,0.11835424369239997
5834,FDC14,14.5,Regular,Canned,42.0454,OUT013,1987,High,Tier 3,Supermarket Type1,629.181,28.505932104121577,0.20301415221604624
5835,FDR12,12.6,Regular,Baking Goods,173.2764,OUT018,2009,Medium,Tier 3,Supermarket Type2,1030.6584,35.02187326437147,0.17794159716041666
5836,FDG26,18.85,Low Fat,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,3332.329,56.5343409033777,0.20667888619788913
5837,NCL55,12.15,Low Fat,Others,254.004,OUT045,2002,Medium,Tier 2,Supermarket Type1,2277.036,48.46299668397941,0.25454237368265425
5838,FDO21,11.6,Regular,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.3232,44.04343011183739,0.0987986588977806
5839,NCG18,15.3,Low Fat,Household,101.6332,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,44.49202141531767,0.1515215496224877
5840,FDA27,20.35,Regular,Dairy,256.8672,OUT046,1997,Small,Tier 1,Supermarket Type1,3579.3408,58.186609892375486,0.17586253722723325
5841,DRG03,14.5,Low Fat,Dairy,155.1998,OUT010,1998,Small,Tier 3,Grocery Store,307.5996,21.009296930473784,0.3221068409705078
5842,FDC22,6.89,Regular,Snack Foods,193.982,OUT046,1997,Small,Tier 1,Supermarket Type1,1737.738,43.41175103219585,0.3693621461384477
5843,FDC21,14.6,Regular,Fruits and Vegetables,106.8254,OUT010,1998,Small,Tier 3,Grocery Store,108.5254,13.203306304750711,0.26814969326851745
5844,FDN50,16.85,reg,Canned,93.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,745.696,30.610621745328512,0.16318044306840204
5845,DRF27,8.93,Low Fat,Dairy,153.434,OUT013,1987,High,Tier 3,Supermarket Type1,1378.206,39.47977264159773,0.1685040771020096
5846,FDW57,8.31,Regular,Snack Foods,176.9028,OUT017,2007,High,Tier 2,Supermarket Type1,3010.7476,54.2662500948001,0.34107432327866605
5847,FDM34,19.0,Low Fat,Snack Foods,131.0626,OUT010,1998,High,Tier 3,Grocery Store,524.6504,26.402605966120063,0.3359961428350034
5848,FDZ39,11.94125,Regular,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,1547.985,41.40644767935636,0.1339308888942353
5849,FDU28,11.94125,Regular,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,376.8428,22.93051820318838,0.4055106743354606
5850,FDQ27,5.19,Regular,Meat,102.599,OUT046,1997,Small,Tier 1,Supermarket Type1,1651.184,42.51467063602825,0.2103630694775107
5851,FDQ52,17.0,Low Fat,Frozen Foods,246.5434,OUT017,2007,Small,Tier 2,Supermarket Type1,4470.1812,63.622588433885106,0.3464971486174165
5852,FDT51,11.65,Regular,Meat,110.8544,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,42.793711224182275,0.10444952848146323
5853,NCI30,20.25,Low Fat,Household,247.346,OUT045,2002,High,Tier 2,Supermarket Type1,1970.768,45.69808728298575,0.24301243795328667
5854,NCX29,10.0,Low Fat,Health and Hygiene,145.8102,OUT010,1998,High,Tier 3,Grocery Store,874.8612,32.71930064449429,0.3862940007300139
5855,FDX38,11.94125,Regular,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,15.013931241707022,0.29052411948063794
5856,FDO08,11.1,Regular,Fruits and Vegetables,165.9526,OUT017,2007,Small,Tier 2,Supermarket Type1,2631.2416,51.38890959401905,0.23255011502899756
5857,FDM15,11.8,reg,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,1662.5026,42.63359837579609,0.24011558258472107
5858,FDW22,9.695,Regular,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,2217.114,47.94089227104451,0.17439546152351557
5859,FDT08,13.65,Low Fat,Fruits and Vegetables,151.505,OUT017,2007,Medium,Tier 2,Supermarket Type1,2846.295,53.048495208078904,0.22247898552447598
5860,FDS32,17.75,Regular,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,2669.1922,51.68767984717153,0.17220311843866243
5861,NCI06,11.3,Low Fat,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,1258.362,38.03011506676801,0.2188882614486213
5862,FDR21,11.94125,Low Fat,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,3705.177,59.00145467349503,0.258091691071216
5863,FDD05,19.35,Low Fat,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2651.2156,51.5464847948667,0.12888551121053135
5864,FDZ02,6.905,Regular,Dairy,99.8726,OUT045,2002,Small,Tier 2,Supermarket Type1,587.2356,27.689832645802653,0.19551161090840616
5865,FDH47,13.5,Regular,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1846.9292,44.50511234751832,0.3591886509899777
5866,FDM58,16.85,Regular,Snack Foods,111.4544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2013.3792,46.097885056306005,0.28309214930831267
5867,FDG09,20.6,Regular,Fruits and Vegetables,188.2556,OUT045,2002,Medium,Tier 2,Supermarket Type1,3755.112,59.32008876230895,0.21916546260759243
5868,FDO27,6.175,Regular,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,575.2512,27.45011445539822,0.4235043010407332
5869,FDI41,18.5,Regular,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2059.9852,46.52925377590204,0.25002105711319594
5870,FDK34,13.35,Low Fat,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,5005.4844,66.57302669212095,0.1962635957074057
5871,NCX54,11.94125,Low Fat,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.5904,56.910357945637905,0.21869416773201794
5872,FDL14,8.115,Regular,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.1328,59.21841070692175,0.1794682841061339
5873,FDA13,15.85,Low Fat,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,303.6048,20.89067438326118,0.280846840822538
5874,FDS11,11.94125,Regular,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,18.2829396650465,0.3118906491063815
5875,FDT43,16.35,Low Fat,Fruits and Vegetables,50.8324,OUT017,2007,Small,Tier 2,Supermarket Type1,1298.31,38.52241121275063,0.14375040173856907
5876,FDR07,21.35,Low Fat,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,380.8376,23.034468561321248,0.2793932801625694
5877,FDF41,12.15,Low Fat,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,4434.228,63.416813514079784,0.3629244866359943
5878,DRM23,16.6,Low Fat,Hard Drinks,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2586.633,51.03431758151904,0.3687061797692032
5879,FDO52,11.6,Regular,Frozen Foods,170.3106,OUT018,2009,Medium,Tier 3,Supermarket Type2,4277.765,62.50916136722815,0.27835037452821937
5880,FDD10,20.6,Regular,Snack Foods,178.2344,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.6064,35.5772576281969,0.21474174722209932
5881,FDN38,11.94125,Regular,Canned,251.2408,OUT019,1985,Small,Tier 1,Grocery Store,1001.3632,34.60612761358293,0.4012864899295764
5882,FDE17,20.1,Regular,Frozen Foods,149.5366,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954,53.23860701521898,0.23335701189379332
5883,FDD03,13.3,Low Fat,Dairy,232.63,OUT017,2007,Medium,Tier 2,Supermarket Type1,1864.24,44.67476917005688,0.2832978697413731
5884,NCW18,11.94125,Low Fat,Household,237.7248,OUT027,1985,Medium,Tier 3,Supermarket Type3,2607.2728,51.198845885903964,0.242976414493259
5885,DRG36,11.94125,LF,Soft Drinks,172.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,4277.765,62.50916136722815,0.30808496717626455
5886,FDT43,16.35,Low Fat,Fruits and Vegetables,50.8324,OUT010,1998,Medium,Tier 3,Grocery Store,155.7972,15.565619008979281,0.1854536518917867
5887,NCU17,5.32,Low Fat,Health and Hygiene,100.9674,OUT018,2009,Medium,Tier 3,Supermarket Type2,1222.4088,37.57876826828354,0.3053877486082243
5888,FDH50,15.0,Regular,Canned,185.1266,OUT046,1997,Small,Tier 1,Supermarket Type1,2766.399,52.44123313767913,0.4017902935612059
