,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
8101,20.35,Low Fat,2.479330827616622,Meat,184.1292,OUT046,1997,Small,Tier 1,Supermarket Type1,7.691268802334858
8102,18.1,Low Fat,3.0171514756033186,Household,127.5336,OUT046,1997,Small,Tier 1,Supermarket Type1,7.489786747801828
8103,12.6,LF,3.7175550984542514,Dairy,33.4874,OUT018,2009,Medium,Tier 3,Supermarket Type2,4.662138248379019
8104,7.5,Low Fat,2.9792708886631902,Canned,122.7072,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2930764535557735
8106,16.75,Regular,3.6891167222597967,Soft Drinks,37.4822,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.309828819679765
8107,17.85,Low Fat,2.205889291788413,Frozen Foods,150.205,OUT010,1998,Medium,Tier 3,Grocery Store,5.009334448363208
8108,13.5,Low Fat,2.8034106511700636,Baking Goods,85.554,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.456500770168361
8109,12.85,Low Fat,3.405430609139571,Fruits and Vegetables,199.0768,OUT013,1987,High,Tier 3,Supermarket Type1,8.05618222272263
8110,12.35,Regular,2.110525760938563,Dairy,47.8692,OUT010,1998,High,Tier 3,Grocery Store,3.897299139362957
8111,10.1,Low Fat,3.0608458293256247,Hard Drinks,60.6878,OUT017,2007,High,Tier 2,Supermarket Type1,5.895853021903693
8112,11.0,Low Fat,2.9023637958154294,Health and Hygiene,101.9358,OUT013,1987,High,Tier 3,Supermarket Type1,7.008409155772083
8113,14.15,Low Fat,3.3561830512753166,Snack Foods,243.7828,OUT035,2004,Small,Tier 2,Supermarket Type1,8.791704245564484
8114,20.6,Low Fat,2.646006906078657,Household,74.8696,OUT013,1987,High,Tier 3,Supermarket Type1,5.410345206121992
8115,5.765,Low Fat,2.4993326053239886,Baking Goods,37.2164,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.361727257807417
8116,8.01,Low Fat,2.140635798707606,Hard Drinks,36.6532,OUT010,1998,Medium,Tier 3,Grocery Store,4.275365273283008
8117,10.8,Low Fat,2.9993416394854218,Fruits and Vegetables,243.2144,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.110754896761819
8118,15.7,Low Fat,3.477733895722656,Hard Drinks,42.177,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.600834660110641
8119,8.6,Low Fat,2.666077638339523,Household,91.8146,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.7713115100083945
8120,11.94125,Low Fat,2.565768353747456,Health and Hygiene,55.993,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.293981840670586
8121,6.36,Low Fat,2.111678369432789,Fruits and Vegetables,47.506,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.977223504137296
8122,5.32,Low Fat,2.3766004202086735,Health and Hygiene,100.6674,OUT035,2004,Small,Tier 2,Supermarket Type1,7.881768505572705
8123,11.94125,Regular,2.580274498855165,Meat,111.1202,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.055337271257065
8124,11.94125,Low Fat,2.271197953471469,Household,244.346,OUT019,1985,Small,Tier 1,Grocery Store,5.5067370517970575
8125,11.94125,Regular,2.623350417537197,Frozen Foods,199.3426,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.231405164127928
8126,7.435,Low Fat,2.0977238818383617,Starchy Foods,205.2638,OUT013,1987,High,Tier 3,Supermarket Type1,8.166240302394238
8127,6.615,Regular,2.386272661777515,Canned,251.6408,OUT046,1997,Small,Tier 1,Supermarket Type1,8.700877019896627
8128,11.3,LF,2.8746689882483616,Baking Goods,247.8118,OUT046,1997,Small,Tier 1,Supermarket Type1,7.994342758554223
8129,10.895,Low Fat,3.3314634208497464,Fruits and Vegetables,131.9284,OUT035,2004,Small,Tier 2,Supermarket Type1,6.490938989287423
8130,11.5,Regular,2.0746295300011175,Frozen Foods,100.8358,OUT046,1997,Small,Tier 1,Supermarket Type1,7.655036320697135
8131,11.94125,Low Fat,2.147616122343777,Canned,198.9768,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.461647330830793
8132,7.55,Regular,3.476388504827581,Fruits and Vegetables,123.9072,OUT013,1987,High,Tier 3,Supermarket Type1,7.005394381103993
8133,20.5,Low Fat,2.1215306636671216,Baking Goods,109.4596,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.067124742511062
8134,5.325,Regular,1.969945728164463,Dairy,53.2298,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.123177416760376
8135,6.675,LF,3.831995605564081,Household,33.3874,OUT046,1997,Small,Tier 1,Supermarket Type1,7.118874021200323
8136,16.5,Regular,2.7143265914972625,Breakfast,183.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,7.604257425345228
8137,10.195,Low Fat,2.229669036604069,Snack Foods,149.0076,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.075352969710903
8138,19.2,Regular,2.463659713067827,Canned,155.4314,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.179766715653638
8139,15.7,Regular,2.1625468148900784,Canned,114.1202,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.669042910137175
8140,18.7,Low Fat,4.2280437860723525,Soft Drinks,50.2324,OUT013,1987,High,Tier 3,Supermarket Type1,6.434849522636379
8141,13.65,Low Fat,2.556848740234721,Health and Hygiene,55.093,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.11532684432894
8142,11.94125,Low Fat,3.796122006358761,Frozen Foods,98.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.795716492735325
8143,6.11,reg,2.2717687129030675,Fruits and Vegetables,129.5968,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.761720463285469
8144,6.85,Low Fat,3.7717082593553717,Frozen Foods,262.0594,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.358803127256103
8145,11.94125,Low Fat,3.614391060044094,Meat,78.467,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.0993662902156
8146,7.475,Low Fat,1.9013911064869597,Fruits and Vegetables,243.4854,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.433547029478952
8147,9.0,Low Fat,3.9329343821598752,Household,170.2474,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.345499359754509
8150,15.0,Low Fat,3.0127610638954274,Soft Drinks,65.2168,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.865632438728833
8152,6.445,Low Fat,3.0017921374972785,Baking Goods,95.0436,OUT010,1998,Medium,Tier 3,Grocery Store,4.549061103760049
8153,14.8,Low Fat,2.510760096585765,Meat,189.2846,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.449940839254628
8154,11.94125,Regular,3.017470628763156,Fruits and Vegetables,147.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.073348229333604
8155,8.18,Regular,2.4963396258966455,Frozen Foods,56.6588,OUT035,2004,Small,Tier 2,Supermarket Type1,6.532487992200296
8156,15.2,Low Fat,2.9901557711860933,Soft Drinks,94.1752,OUT045,2002,Small,Tier 2,Supermarket Type1,7.654089799093104
8157,11.94125,LF,2.523183735337881,Baking Goods,77.996,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.907086313556995
8158,8.76,Low Fat,2.989038149283051,Health and Hygiene,126.2336,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.24862469098494
8159,18.1,Low Fat,1.7220802877057229,Dairy,158.9288,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.359650944178443
8160,11.94125,Low Fat,3.5906584965546777,Health and Hygiene,62.2168,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.4156787756481055
8161,5.305,Regular,3.0554438498234004,Meat,181.8608,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.432510736744138
8162,12.85,LF,2.104433970810695,Snack Foods,43.5428,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.421946117800472
8163,11.94125,Regular,3.042736861813332,Fruits and Vegetables,187.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.413194947444847
8164,11.94125,Regular,4.366944937373926,Snack Foods,56.4588,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.880794686468511
8165,11.94125,Low Fat,2.66190395758414,Dairy,214.385,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.372791502042515
8166,15.0,Low Fat,2.8385019692133877,Snack Foods,46.9744,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.520791952437104
8167,9.3,Low Fat,3.1616167897018586,Hard Drinks,123.2388,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.527030920974199
8168,19.25,Low Fat,2.283448609090745,Dairy,54.5956,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.639010623038299
8169,19.35,Regular,2.772966537603018,Baking Goods,164.5184,OUT013,1987,High,Tier 3,Supermarket Type1,7.409247885317815
8170,11.35,Regular,3.7526972110644317,Dairy,181.9608,OUT017,2007,High,Tier 2,Supermarket Type1,7.410859489212156
8171,18.7,Low Fat,3.2785874011376106,Fruits and Vegetables,111.0886,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.404375039135488
8172,6.055,Low Fat,3.672663565205889,Fruits and Vegetables,160.892,OUT046,1997,Small,Tier 1,Supermarket Type1,7.7819231706029885
8173,8.395,Low Fat,3.22962595097234,Snack Foods,100.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,7.430393696160463
8174,11.94125,Regular,2.372983995336417,Snack Foods,125.5704,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.909117550668572
8175,11.94125,Regular,4.075758792644115,Baking Goods,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.11740285131145
8176,9.195,Regular,2.1012396025299886,Fruits and Vegetables,99.2016,OUT046,1997,Small,Tier 1,Supermarket Type1,6.6965561086848995
8177,21.1,Low Fat,4.546874202758952,Household,233.9958,OUT035,2004,Small,Tier 2,Supermarket Type1,7.533461811304489
8178,20.35,Low Fat,2.473690356247418,Meat,181.7292,OUT017,2007,Small,Tier 2,Supermarket Type1,8.297404605905173
8179,11.0,Low Fat,2.897465976463865,Health and Hygiene,100.3358,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.807738460309931
8180,10.1,Low Fat,2.9051308534875915,Health and Hygiene,200.2084,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.062916254903973
8181,11.94125,Regular,2.9687612633618374,Baking Goods,77.0644,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.07749073732876
8182,8.93,Low Fat,3.556692845305979,Dairy,151.434,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.110754896761819
8183,9.0,Low Fat,3.4397618949616615,Household,102.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.256171896620322
8184,20.25,Regular,3.79388994214969,Dairy,248.1092,OUT035,2004,Small,Tier 2,Supermarket Type1,8.46192882273976
8185,5.765,Low Fat,2.625400316608206,Frozen Foods,122.5098,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.988955654760833
8186,19.2,Regular,5.182960917116476,Starchy Foods,226.2062,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.365144302594551
8187,9.195,Regular,2.9623534371367963,Baking Goods,79.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.761813943422823
8188,8.655,Regular,2.428208068321421,Snack Foods,119.6756,OUT046,1997,Small,Tier 1,Supermarket Type1,7.792973006789574
8189,11.5,Regular,3.881904845093406,Dairy,84.954,OUT045,2002,Small,Tier 2,Supermarket Type1,6.763353589608416
8190,11.94125,Low Fat,2.6182782928874433,Soft Drinks,94.412,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.17393379838335
8191,17.6,Regular,4.131884448756216,Breads,43.9402,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.159545060931251
8192,19.35,Regular,3.984580311255814,Snack Foods,110.2544,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.975294563583528
8193,17.85,Low Fat,3.111533324640062,Snack Foods,127.202,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.8847805560426965
8194,11.94125,Regular,1.2069844715129443,Dairy,157.863,OUT019,1985,Small,Tier 1,Grocery Store,6.151431848971056
8195,19.35,Regular,3.2215040506297385,Soft Drinks,162.4868,OUT013,1987,High,Tier 3,Supermarket Type1,8.39440244809548
8196,13.0,Regular,2.4807165246363567,Canned,198.5426,OUT045,2002,High,Tier 2,Supermarket Type1,7.078725654189542
8197,13.65,Regular,4.362279773638493,Snack Foods,58.8588,OUT035,2004,Small,Tier 2,Supermarket Type1,6.880794686468511
8198,11.94125,Regular,2.7558607934588086,Breads,263.6594,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.131993015489586
8199,17.0,Regular,4.133271852827988,Snack Foods,228.0352,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.918782353320186
8200,15.25,Low Fat,2.404342673690766,Frozen Foods,214.4192,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.509471777880266
8201,11.94125,Regular,3.3048594574408248,Meat,228.1352,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.147447770236493
8202,15.5,Regular,3.636556603900917,Fruits and Vegetables,104.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.115093298360417
8203,7.145,Low Fat,4.029484161643276,Frozen Foods,159.4578,OUT035,2004,Small,Tier 2,Supermarket Type1,8.073763253203433
8204,7.235,Low Fat,1.7878664309448211,Snack Foods,197.5452,OUT010,1998,Small,Tier 3,Grocery Store,5.276813813497469
8205,10.5,Low Fat,2.635808947326463,Frozen Foods,119.7098,OUT017,2007,Small,Tier 2,Supermarket Type1,7.787463350978604
8206,11.94125,Low Fat,3.2295127974058238,Fruits and Vegetables,179.9318,OUT019,1985,Small,Tier 1,Grocery Store,5.888500047598434
8207,16.25,Regular,3.0144076376501387,Fruits and Vegetables,154.2682,OUT045,2002,Small,Tier 2,Supermarket Type1,8.117998503071343
8208,10.0,Low Fat,3.246642166527482,Fruits and Vegetables,245.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,8.797153850332048
8209,19.75,Low Fat,4.241762557519929,Household,102.2332,OUT017,2007,Small,Tier 2,Supermarket Type1,8.031384030234571
8210,8.42,Regular,3.4747909845879517,Canned,227.8352,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.141925904634396
8213,9.395,Low Fat,2.305777643765303,Snack Foods,106.428,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.558779619288779
8214,10.895,LF,3.8614631224209846,Health and Hygiene,255.9672,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.488315577912955
8215,11.94125,Regular,1.2733695144876065,Frozen Foods,193.1478,OUT019,1985,Small,Tier 1,Grocery Store,5.959704493890225
8216,18.85,Low Fat,4.128467234894952,Health and Hygiene,129.7626,OUT046,1997,Small,Tier 1,Supermarket Type1,8.011931990825925
8217,9.195,Low Fat,2.222564828649282,Snack Foods,183.6634,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.910756042445957
8218,19.1,Regular,3.6525620669202077,Fruits and Vegetables,148.0418,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.249493285698023
8219,5.03,Low Fat,4.748571382422457,Household,119.3756,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.406678645669683
8220,17.6,Regular,3.050594011480162,Snack Foods,120.8782,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.871662305357859
8221,21.25,Low Fat,3.6986861428841222,Household,146.7102,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.3802010487736585
8222,13.85,Regular,2.8751774561695376,Breakfast,231.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.016116558103784
8223,6.98,Low Fat,3.185965847973677,Canned,83.3934,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.19717787075926
8224,7.725,Low Fat,3.039060238730818,Canned,250.2092,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.2900785658131
8225,14.7,Low Fat,3.862975779063936,Hard Drinks,144.5128,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8588842117391176
8226,17.6,Regular,3.1792892171240488,Snack Foods,37.219,OUT017,2007,Medium,Tier 2,Supermarket Type1,5.903152324385304
8227,15.85,Low Fat,2.5424033985037977,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.833509891329557
8228,18.6,Low Fat,4.149665345539738,Snack Foods,152.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,7.503090713428191
8229,16.7,Low Fat,2.2765953025905237,Canned,180.8292,OUT017,2007,Small,Tier 2,Supermarket Type1,8.150801131713298
8230,10.195,Low Fat,3.1658195354700327,Snack Foods,44.2428,OUT017,2007,Small,Tier 2,Supermarket Type1,6.5554775104249945
8231,6.965,Low Fat,3.550507520832222,Household,158.1604,OUT017,2007,Small,Tier 2,Supermarket Type1,7.898718063886478
8232,19.2,Regular,2.4641321654861,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.683329829339747
8233,6.78,reg,1.9649489768006496,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,6.932771741566462
8234,6.785,Regular,3.1664375137625624,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.831558671198295
8235,19.1,Low Fat,1.8717672325121537,Others,185.1608,OUT010,1998,Medium,Tier 3,Grocery Store,6.312247200544047
8236,11.94125,Low Fat,2.7846044467908273,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,6.234416215899379
8237,15.6,Low Fat,3.1658118540538296,Snack Foods,174.7054,OUT010,1998,Small,Tier 3,Grocery Store,5.1653880783365524
8238,16.35,Low Fat,3.5260514343894673,Household,256.9646,OUT013,1987,High,Tier 3,Supermarket Type1,8.442030497084733
8239,13.65,Low Fat,2.708183344965461,Frozen Foods,32.6558,OUT010,1998,High,Tier 3,Grocery Store,4.218206859443058
8240,7.155,Regular,1.7828716392627608,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,6.78240178457911
8241,10.8,LF,2.3247732905014993,Hard Drinks,73.938,OUT010,1998,Small,Tier 3,Grocery Store,4.293714411951203
8242,13.5,Low Fat,2.7997961503295765,Baking Goods,85.154,OUT017,2007,Small,Tier 2,Supermarket Type1,6.406678645669683
8243,9.195,Low Fat,2.2268192380306706,Snack Foods,181.2634,OUT035,2004,Small,Tier 2,Supermarket Type1,7.767655198805284
8244,6.825,Low Fat,2.814410850059987,Health and Hygiene,262.4226,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.285220527948187
8245,16.2,Low Fat,3.325150452643677,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.929237436130627
8246,20.85,Low Fat,3.4282894396205412,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,8.449752543178644
8248,9.8,Regular,3.093155285817678,Baking Goods,36.1874,OUT045,2002,Small,Tier 2,Supermarket Type1,6.04843260949891
8249,11.94125,Low Fat,2.1227790056756244,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.18274789915465
8250,11.94125,Regular,1.8955302092490982,Fruits and Vegetables,229.3694,OUT019,1985,Small,Tier 1,Grocery Store,5.430964493324727
8251,11.94125,Low Fat,3.0062219180106,Fruits and Vegetables,245.4144,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.209367185429928
8252,10.5,Regular,4.509957101806485,Snack Foods,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.508582215421866
8254,16.0,Low Fat,2.4090971603219518,Dairy,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,7.593583541483471
8255,16.2,Low Fat,2.7585144865810434,Canned,98.17,OUT017,2007,High,Tier 2,Supermarket Type1,7.899706206259372
8256,11.15,Regular,2.4501389944883685,Snack Foods,170.579,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.21393913299705
8257,16.2,Regular,2.0532639132471138,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,8.264006325503326
8258,14.35,Low Fat,4.068198216569959,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.314659746949431
8259,7.72,LF,2.9570725254044685,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,7.756605362618699
8261,13.35,Regular,3.7097994390216957,Canned,205.7638,OUT010,1998,Small,Tier 3,Grocery Store,6.431639247006132
8262,16.1,Regular,3.0408793368812916,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,8.093077599239912
8263,11.94125,Low Fat,3.7576137733141253,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.303194052230518
8264,13.6,Low Fat,4.606043267012432,Household,175.537,OUT035,2004,Small,Tier 2,Supermarket Type1,8.217486309868432
8265,20.6,Low Fat,3.0862018997638994,Health and Hygiene,150.9392,OUT017,2007,Small,Tier 2,Supermarket Type1,8.300716964018157
8266,11.65,Low Fat,1.7492507463542117,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,5.5971211132653265
8267,9.285,Regular,3.8613644449415436,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.850619701889224
8268,10.3,Low Fat,3.5962386885731625,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.54309050115956
8269,7.22,Regular,2.746657992530394,Baking Goods,61.251,OUT010,1998,Medium,Tier 3,Grocery Store,4.840258118319274
8270,20.85,Low Fat,3.281913046852853,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.569142406324326
8271,11.94125,Regular,2.8501555308159627,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.84307053158449
8272,8.84,Regular,2.564012508441655,Frozen Foods,112.0228,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.103117107313701
8273,11.94125,LF,1.2129708825489223,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,5.910398732906072
8274,11.94125,Low Fat,2.2600235723270665,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.486806764788092
8275,16.35,Low Fat,4.075130873021803,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,6.649409330259198
8276,8.575,Low Fat,3.734464565955223,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,6.865632438728833
8277,20.5,Low Fat,3.4126412941532753,Household,39.3822,OUT017,2007,Small,Tier 2,Supermarket Type1,5.750213031744343
8278,9.695,Regular,3.048509236454598,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,8.140374313942978
8279,8.38,Regular,3.0543671038193083,Baking Goods,110.157,OUT017,2007,Small,Tier 2,Supermarket Type1,8.066475350045842
8280,17.75,Regular,1.8485159142212477,Dairy,239.1538,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.372483762387834
8281,13.5,Regular,2.0772465604147294,Snack Foods,262.191,OUT046,1997,Small,Tier 1,Supermarket Type1,7.769344388396129
8282,11.94125,Low Fat,2.936732029148014,Frozen Foods,59.5904,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.402775370812198
8283,14.3,Regular,2.7281539031168345,Fruits and Vegetables,89.1856,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.520558406468582
8284,8.3,Regular,2.9864320549681147,Baking Goods,97.6384,OUT010,1998,Medium,Tier 3,Grocery Store,5.283593500482848
8286,20.7,Low Fat,3.2363571873852783,Household,150.7366,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.109226516998506
8287,15.85,Regular,2.2049671871299332,Frozen Foods,37.3506,OUT045,2002,Medium,Tier 2,Supermarket Type1,5.833509891329557
8288,11.94125,Regular,3.2815653630953583,Fruits and Vegetables,120.7098,OUT019,1985,Small,Tier 1,Grocery Store,5.890343366092723
8289,12.3,Low Fat,2.661367756614143,Soft Drinks,107.4938,OUT017,2007,Small,Tier 2,Supermarket Type1,7.765680864501566
8290,19.1,Low Fat,2.6930228396138567,Household,40.8796,OUT017,2007,Small,Tier 2,Supermarket Type1,5.9175930085400985
8291,8.27,Regular,1.897817908377832,Snack Foods,152.0708,OUT010,1998,Small,Tier 3,Grocery Store,6.112381334099183
8292,11.94125,Regular,1.5646417326599422,Fruits and Vegetables,179.1976,OUT019,1985,Small,Tier 1,Grocery Store,6.297648401122895
8293,9.1,Low Fat,2.5222633179930574,Household,47.2718,OUT035,2004,Small,Tier 2,Supermarket Type1,6.746285681096268
8294,17.2,Low Fat,1.8519200483539553,Meat,160.6578,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.562937629437442
8295,13.15,low fat,3.1233105639634626,Snack Foods,181.295,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.301047597183675
8296,15.7,Regular,3.451895200748741,Fruits and Vegetables,63.1536,OUT010,1998,Medium,Tier 3,Grocery Store,4.808169803767773
8297,18.35,Low Fat,4.180453190448404,Hard Drinks,106.1938,OUT013,1987,High,Tier 3,Supermarket Type1,7.3826886122454605
8298,16.5,Regular,2.686589038172231,Canned,104.599,OUT035,2004,Small,Tier 2,Supermarket Type1,7.968863673253238
8299,12.1,Low Fat,3.882437358886719,Snack Foods,147.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.135900033548056
8300,7.51,Low Fat,2.2610984873766813,Snack Foods,111.7544,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8082404789203625
8301,11.94125,Low Fat,2.5057498560587392,Frozen Foods,214.7534,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.666723235385772
8302,12.5,Regular,2.4984152372944206,Fruits and Vegetables,91.4488,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.99079558168284
8303,8.06,Low Fat,3.845643866766784,Breakfast,231.7326,OUT035,2004,Small,Tier 2,Supermarket Type1,8.578053042034796
8304,6.055,Low Fat,3.670637573561322,Fruits and Vegetables,160.892,OUT045,2002,Small,Tier 2,Supermarket Type1,7.558779619288779
8305,11.94125,Regular,3.5230154835094956,Fruits and Vegetables,141.9838,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.37907938412
8306,14.3,Low Fat,2.0975095902279324,Dairy,124.373,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.646803215293328
8307,20.2,Low Fat,2.7171040790393897,Household,61.351,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.091549916925769
8308,18.6,Low Fat,3.232596423256083,Frozen Foods,244.0802,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.068980047660851
8309,6.69,Regular,3.299261979012725,Meat,175.037,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6578705219330105
8311,17.75,Low Fat,2.8975343763128754,Fruits and Vegetables,145.6444,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.810942453004093
8312,16.1,Low Fat,3.3725960765096294,Fruits and Vegetables,253.2356,OUT035,2004,Small,Tier 2,Supermarket Type1,8.674148870694513
8313,12.5,Low Fat,2.1856989483130436,Canned,120.444,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.271097546836998
8314,5.785,Regular,3.20587902535525,Snack Foods,177.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.487492871161491
8315,14.8,Low Fat,3.934281600144852,Health and Hygiene,193.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.981456856278065
8316,7.75,Low Fat,3.135376068908784,Baking Goods,94.3436,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.767936928628249
8317,18.6,Low Fat,1.8814654326297666,Breakfast,98.5358,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.175463240435248
8318,6.965,Low Fat,3.0410544830356594,Household,158.8604,OUT010,1998,Medium,Tier 3,Grocery Store,5.758651900390207
8319,16.7,Low Fat,3.626901433261167,Household,245.8776,OUT013,1987,High,Tier 3,Supermarket Type1,8.34534124448815
